Entity,Year,Unsafe_water_source,Unsafe_sanitation,Household_air_pollution_from_solid_fuels,Child_wasting,Low_birth_weight_for_gestation,Secondhand_smoke,Alcohol_use,Drug_use,Diet_low_in_fruits,Unsafe_sex,High_fasting_plasma_glucose,High_body_mass_index,High_systolic_blood_pressure,Smoking,Iron_deficiency,Vitamin_A_deficiency,Low_bone_mineral_density,Air_pollution,Outdoor_air_pollution,Diet_high_in_sodium,Diet_low_in_whole_grains
Luxembourg,2000,0.187585678,0.13945184,3.087706435,2.93849289,6.674100013,60.56601585,251.280803,35.20199783,32.38216167,15.17931807,602.9675354,365.2049895,832.2463994,687.4765612,0.110107043,0.071561637,27.04037263,179.9994038,180.15,135.9858178,197.1057583
Luxembourg,2001,0.192392526,0.145543763,2.962577754,3.000736073,6.407289945,59.72020955,274.0044583,35.20908713,31.58772738,14.71581794,601.323041,367.4356411,825.4540768,683.2578001,0.106578305,0.071028541,27.51340534,179.2041618,179.5,136.3268835,194.2532315
Luxembourg,2002,0.211874451,0.146207214,2.839857909,3.089844421,6.035549557,59.50291101,312.0723387,35.47582086,31.47841117,14.49061399,603.8618231,372.821094,822.7555311,686.0238864,0.104576451,0.070964191,28.25831734,180.5217865,180.99,136.7903679,192.7924749
Luxembourg,2003,0.231582146,0.158136352,2.696853605,3.145693248,5.551661192,58.17399036,347.0765773,35.68572914,31.30237759,14.19472366,596.0376662,372.7738821,805.6256448,680.0123218,0.100206498,0.071436611,27.83858827,178.2822233,178.85,135.693001,188.0067718
Luxembourg,2004,0.248519689,0.167418147,2.458760401,3.107774827,4.989852267,56.68458823,376.2859044,35.9879929,31.14716935,14.02333617,589.9685048,373.2469166,790.6193779,672.2397682,0.099582802,0.069158076,27.84413008,175.7280965,176.52,135.0486346,183.0321308
Luxembourg,2005,0.268719505,0.178135436,2.318344542,3.124502271,4.499434645,55.35350329,388.1861501,35.93203672,31.36097005,13.77953038,583.3956844,372.014822,776.3571072,661.9647625,0.090648781,0.068160865,27.89112897,173.5803975,174.53,133.4374688,178.0458407
Luxembourg,2006,0.293001026,0.190549067,2.136833885,3.166212411,4.110532401,54.16121889,394.8169234,36.15976065,31.77338118,13.64727478,581.9919545,373.1284366,768.9017994,654.9408899,0.097339753,0.067060279,28.71056938,172.3433175,173.48,132.445338,174.3105899
Luxembourg,2007,0.317531282,0.2026805,1.933933946,3.216933748,3.846640201,51.93851366,388.8624209,35.9873407,29.76329085,13.65854587,569.2395839,366.5296554,743.2992194,634.3814439,0.091882366,0.067553015,29.16784128,168.1882505,169.53,128.1547052,166.0802125
Luxembourg,2008,0.335421841,0.210349976,1.748482819,3.274195464,3.626797207,50.2130793,387.3125919,35.90713302,28.70324542,13.47764246,560.1078112,363.1363918,723.7103052,620.0140689,0.093246229,0.066734192,29.35570177,165.8163103,167.39,124.3860389,159.715029
Luxembourg,2009,0.357515355,0.220858954,1.663415457,3.414598696,3.573258903,49.99122673,392.9986458,36.50465417,29.49394886,13.43543927,565.7669222,367.4972228,721.5457644,624.1252241,0.096707248,0.067211124,30.69874322,168.1429279,169.93,126.0440449,157.9207864
Luxembourg,2010,0.375067377,0.228414623,1.57062272,3.605553519,3.593781641,50.09104289,394.8484944,37.10258965,30.12496919,13.70363339,578.0076416,375.073421,726.5278547,625.0635,0.098603822,0.068509653,32.53423825,171.2802988,173.3,128.6638708,157.911783
Luxembourg,2011,0.373526928,0.224212449,1.506754431,3.715183048,3.490669425,50.05361348,394.671356,37.88338933,30.57555105,13.68785129,585.5128378,379.3717166,726.8313168,626.5374505,0.087615731,0.065602794,33.72540527,170.6923323,172.83,130.1739159,156.9784242
Luxembourg,2012,0.379384498,0.224979339,1.527496578,3.880078041,3.311651206,50.38639718,398.961777,38.49576627,31.56386169,13.62775782,596.0019004,385.7924151,731.0372366,632.1544091,0.087151418,0.061402915,35.23000698,166.4603422,168.5,132.3044278,157.0058265
Luxembourg,2013,0.389871509,0.227043399,1.416853494,4.02798239,3.37874842,50.23335578,398.1121108,39.56975079,32.01220543,13.72542214,602.461573,391.2748369,729.4994046,631.780117,0.089138754,0.062966086,36.16904459,165.4136877,167.58,132.8026764,155.3085176
Luxembourg,2014,0.38920746,0.223108074,1.455353624,4.212823366,3.297572675,50.86222801,405.2588631,41.50888497,32.93862421,13.80678711,618.8042705,402.4201421,738.4533487,645.35838,0.085882333,0.06214812,37.43270622,162.2929676,164.34,135.2296591,155.8345493
Luxembourg,2015,0.40804212,0.231170669,1.381662822,4.599329567,3.17819507,51.94656852,411.0566771,43.66368538,33.66420024,14.14353697,635.4965679,415.1939469,752.511392,656.2410663,0.085787078,0.06159069,38.7436407,167.8641556,170.2,138.1566976,157.6792201
Luxembourg,2016,0.405142304,0.227855884,1.356290398,4.570178283,3.109184101,52.29516081,414.3478188,46.09315435,34.20398941,13.8736836,645.1955848,422.6803853,760.3615219,661.3625185,0.079793189,0.058105997,38.65134812,163.4841591,165.73,140.5494198,159.3568385
Luxembourg,2017,0.414879134,0.231628928,1.350808507,4.719461762,3.078814381,53.39469847,417.047775,48.31013789,34.85389006,13.92984135,663.8734943,435.1768872,779.8720299,670.861559,0.078969915,0.056121587,39.63368299,167.5861106,169.95,145.049547,163.1449174
Macedonia,1990,88.93995536,50.80385754,660.6737964,184.3106126,408.2404226,508.8609217,273.9503138,51.0861464,991.4089092,59.50994733,2492.385728,2024.812698,5143.97942,3080.266552,0.919977292,80.39517216,18.46532471,1495.431432,853.02,2543.236591,1538.877059
Macedonia,1991,83.38208044,47.21900794,645.3824898,165.6601194,367.0976874,502.0762179,289.4512031,52.28051866,987.4058929,59.51238826,2505.685531,2056.177957,5140.205169,3077.896512,0.87756755,74.20266478,18.48695625,1480.865941,853.87,2500.89315,1537.865801
Macedonia,1992,78.41621425,44.14925642,672.71767,152.9307988,356.4929898,525.3840373,321.2779996,55.94671008,1052.967841,62.68696197,2679.743654,2203.88424,5427.201101,3300.970272,0.844917909,70.08968572,19.06056354,1560.15194,906.38,2612.726635,1640.794148
Macedonia,1993,65.56126826,36.81625875,678.6693439,122.9359001,314.6122546,531.1256284,363.6093091,59.17467568,1091.487766,65.47566207,2799.188859,2296.448133,5574.142438,3433.509214,0.779620985,59.59470286,34.23029989,1588.122938,928.2,2551.058483,1698.638939
Macedonia,1994,60.2410877,33.65053154,670.6031705,113.4666489,312.7911207,529.7359992,341.5008026,60.0776367,1092.03433,68.21905952,2847.760661,2321.961134,5564.818243,3425.108138,0.760557913,53.74659404,19.63487948,1576.906175,924.28,2399.180656,1702.755445
Macedonia,1995,48.09455303,26.60361806,665.3583906,90.53254912,280.3737249,531.5823949,348.8539525,62.90872773,1111.046357,71.46996083,2942.547064,2382.330089,5636.02762,3483.109164,0.701046704,42.97152516,20.10182839,1582.19463,934.25,2300.754474,1736.313453
Macedonia,1996,34.48170935,18.82613297,664.0077427,64.66195528,230.4056238,539.0183331,348.5490443,65.28535657,1135.836717,77.29808231,3076.938351,2475.491795,5746.176256,3559.167358,0.615677572,31.06871992,21.15624751,1599.149423,952.09,2212.912118,1782.975117
Macedonia,1997,26.29031529,14.07478786,655.7819056,49.57402651,200.2964408,550.6250287,338.844132,67.8907801,1159.533737,83.43067908,3228.01786,2581.119185,5863.342016,3615.323419,0.619858731,23.00348014,22.51896749,1610.135899,970.65,2124.042879,1830.772713
Macedonia,1998,21.60987837,11.33832218,649.9318371,42.51313853,193.5181512,560.2710845,335.2154593,71.29480769,1172.630647,88.38699303,3358.163886,2655.67071,5928.730296,3664.518593,0.656175005,18.95596395,24.09961877,1616.10119,981.68,2020.132115,1866.575096
Macedonia,1999,18.03338414,9.268127411,619.6373087,33.84934234,200.0645366,551.2503756,330.6042398,74.75394929,1142.393743,88.14990689,3398.082217,2639.435115,5827.878133,3630.319696,0.627399925,14.99302902,25.02047259,1574.844855,970.08,1852.94797,1832.100758
Macedonia,2000,15.26377378,7.773783201,614.5925117,31.59703873,167.9095911,559.8721128,303.9451571,74.74463656,1137.267944,87.35667942,3511.292367,2682.881444,5885.917803,3660.973151,0.589782444,13.14710344,26.83875646,1583.696906,983.78,1764.868905,1850.386466
Macedonia,2001,11.63532451,5.837551985,612.4968005,26.00105218,146.1032993,576.9139561,285.0844543,77.59683656,1158.193205,85.96067778,3667.842385,2763.835724,6034.190683,3787.71455,0.571222331,10.06373762,29.34681653,1626.501693,1028.84,1708.438935,1905.423245
Macedonia,2002,9.286600968,4.535362383,606.292623,22.20676793,146.4649039,593.2915555,246.3963244,82.42858264,1171.929239,85.04236046,3808.078166,2830.935545,6160.397699,3912.6602,0.532457932,8.020273736,30.93097049,1664.792485,1073.75,1651.779101,1946.951812
Macedonia,2003,8.062280885,3.819939383,584.3613986,22.20732938,152.8319398,600.0468053,180.0583329,82.7871416,1152.103109,84.75527689,3863.537801,2843.594978,6163.539525,3904.076569,0.500128984,7.317592086,32.86421366,1661.298687,1092.39,1566.639997,1937.238732
Macedonia,2004,6.164939835,2.843890805,563.9952384,17.91386285,137.932927,600.6509476,112.0346231,82.53687103,1123.774966,83.38161911,3884.099891,2829.750836,6106.290926,3860.489655,0.465811875,5.480511573,35.71639643,1642.219652,1093.79,1522.371572,1907.486402
Macedonia,2005,4.902715227,2.215650655,556.472266,15.53209762,137.9769524,615.5045956,70.22566381,83.89923597,1126.180206,81.49397333,3994.939875,2885.922703,6204.145394,3939.962299,0.427232045,4.368469072,38.42951407,1666.088335,1125.31,1526.761913,1934.008572
Macedonia,2006,3.870988343,1.7491715,550.6710978,13.3531212,131.9435132,639.5347613,46.23730003,88.68302509,1145.625882,80.71328895,4145.661933,2984.433043,6357.895912,4069.56339,0.38064005,3.456340516,41.3262742,1710.153037,1175.31,1549.084007,1986.929873
Macedonia,2007,3.323923122,1.503835279,547.8264301,11.85453048,123.0291686,659.4809319,17.81328201,93.0721274,1140.283152,82.89224589,4247.45091,3053.975274,6431.711724,4103.942379,0.345912996,2.909885451,43.21786053,1729.992454,1198.12,1545.228234,2010.446246
Macedonia,2008,3.176142324,1.437137139,509.7002367,12.36241918,130.4013457,645.8250481,5.954991883,94.69061849,1074.398183,80.7771508,4133.482065,2960.215949,6172.782734,3965.591152,0.325725249,2.914576669,42.92992733,1663.071055,1168.8,1468.039774,1926.512532
Macedonia,2009,2.884602829,1.309984072,498.9039068,11.80563116,133.0279926,657.175397,3.427481554,98.49273929,1071.544774,77.43235025,4190.995593,2982.126737,6180.055876,4041.541648,0.325901893,2.647267862,45.06635946,1675.032027,1191.75,1464.26809,1933.798635
Macedonia,2010,2.427588659,1.106060211,487.4953676,8.864018839,109.7837721,664.783657,-2.921093953,100.1204249,1056.939757,76.80177397,4235.678963,3006.386704,6188.051844,4062.685816,0.322415368,2.01869414,44.25203832,1676.656181,1205.01,1454.723404,1933.816206
Macedonia,2011,2.338900036,1.042566651,439.6339063,8.852958246,104.7281498,656.0684358,-4.400329011,99.19323865,1021.14725,75.6712034,4175.792151,2960.170945,6072.859933,3979.205008,0.3160694,2.104172127,43.80912251,1680.620639,1257.06,1413.591554,1893.254671
Macedonia,2012,2.488963356,1.068881103,443.7955857,10.54322227,119.8489172,662.2475385,-1.907900949,99.94455919,1013.107193,77.45070433,4201.644458,2983.501946,6087.991171,3989.618602,0.344761754,2.188714963,43.94425401,1649.78586,1221.9,1406.545681,1893.301862
Macedonia,2013,2.39135382,0.990871675,425.8143884,10.16806626,125.1290339,640.1805209,16.06053541,100.7165858,967.8889625,73.36913596,4065.590203,2891.803118,5877.456376,3895.040996,0.330383565,2.059904272,43.08343405,1565.219468,1154.58,1360.49516,1818.563737
Macedonia,2014,2.401272559,0.975614013,405.9493286,9.714667063,123.5419812,634.4967753,29.79602943,103.1305944,956.2441425,72.20610125,4023.559574,2880.056176,5818.987269,3894.160452,0.351296881,2.006143317,43.40983974,1545.632085,1154.71,1349.675434,1798.650817
Macedonia,2015,2.434748697,0.973687636,416.5199515,9.16895254,113.9385831,675.3973149,36.43383599,111.1353697,1004.466482,78.86695497,4271.270095,3105.522331,6174.569484,4134.38364,0.366184125,1.855586743,46.7597474,1640.334965,1239.78,1424.484132,1917.667543
Macedonia,2016,2.605298068,1.025327592,416.1593641,10.86311498,130.4909129,686.4227947,56.28423433,116.4486441,1012.903629,77.80417184,4348.620381,3162.171279,6303.396429,4231.040349,0.373064471,2.15180531,46.41966848,1636.897531,1236.76,1475.97697,1947.44477
Macedonia,2017,2.43355817,0.947036251,410.9900201,8.211119015,105.6608738,696.3649779,62.2676835,118.7576429,1020.310611,77.88860232,4433.138371,3244.671236,6462.676859,4278.87689,0.340580572,1.663071997,47.49648279,1663.185123,1268.61,1516.388024,1986.294515
Malta,1990,0.050802931,0.056176395,8.882475773,0.989185159,25.29890979,63.972048,-62.4083615,8.610235237,145.0050783,10.48495397,612.5840611,280.4588239,820.945707,560.1830943,0.185796511,0.12255769,13.2487712,188.8500054,181.88,91.35782412,261.6827386
Malta,1991,0.051464017,0.055210576,8.447117025,0.943971958,24.27787893,62.60094704,-58.56615887,9.343421894,142.237826,10.9532866,614.8657895,283.4665951,811.5070134,564.7025226,0.169890437,0.114108358,13.56631504,189.3403178,182.91,91.48482656,258.8885291
Malta,1992,0.050375414,0.05499654,7.988614822,0.909488222,23.22701263,61.1535497,-55.11323466,9.998146028,138.4411779,11.51109317,612.1098638,285.3660009,796.7939953,563.6349579,0.165160699,0.106859898,13.96277868,188.4257458,182.51,91.00409376,254.4286152
Malta,1993,0.046830857,0.052102368,7.255227377,0.853974364,21.44222152,58.68871024,-49.32500612,10.57766862,132.4402061,11.86845875,596.7232906,282.7969126,770.6808171,552.414726,0.133579216,0.097773648,13.9423058,183.1966297,177.99,89.87816421,245.4854718
Malta,1994,0.043847611,0.04990381,6.842404203,0.806472082,20.42593184,57.49770759,-45.15607374,11.26066605,128.7119297,12.06937436,589.9485426,284.9099108,757.4968406,553.0065386,0.126924013,0.091295912,14.23816416,181.2974216,176.54,90.20350555,240.0268226
Malta,1995,0.041983487,0.049088869,6.511175827,0.780699599,19.50372962,57.81626237,-43.79840701,11.85581767,128.7072361,12.21698487,597.4124879,293.2689526,761.9377653,566.6756634,0.110139583,0.086610238,14.5302214,183.9822878,179.63,93.17036639,241.3483203
Malta,1996,0.040170174,0.048392471,6.253841733,0.766191577,18.90590808,57.49041521,-42.79892096,12.32682041,127.8750387,11.9413184,598.5284218,300.1186964,762.5884508,570.3091015,0.123129877,0.084121044,14.86439237,184.1518583,180.06,95.04742047,240.9989407
Malta,1997,0.038128645,0.047275884,5.93713995,0.726908085,16.90951839,57.60560858,-42.75764522,12.51462315,126.0818076,9.984050666,602.5102528,309.5056557,760.1365617,573.8699511,0.122282084,0.076961051,15.25309317,185.5704289,181.85,97.65079405,240.5564779
Malta,1998,0.037544199,0.047760738,5.645542152,0.707368832,15.2291248,57.72947568,-42.49674843,12.70109793,124.6138748,9.199518584,607.9119197,318.0620933,755.7070862,575.766445,0.123253543,0.070636117,15.6142852,186.8243604,183.45,99.87746464,239.6422152
Malta,1999,0.037469717,0.048739786,5.483263862,0.690900174,14.17732975,58.62678136,-45.92094626,13.20290959,125.9760399,9.14262109,622.6297903,329.6622518,767.3819886,582.9443377,0.120952052,0.067168627,15.96730801,190.4690853,187.3,103.6943918,242.924548
Malta,2000,0.038591247,0.05115582,5.228506402,0.664472048,12.57648909,58.91164111,-46.51291739,13.64253566,126.1828822,9.065434332,637.2479009,339.9524842,774.0826475,585.692567,0.126509781,0.061819156,16.7524553,192.0631668,189.11,106.4204186,244.9371321
Malta,2001,0.039366836,0.053275426,5.032957697,0.658676723,11.53864798,59.04915332,-45.00870606,14.07594436,126.3509014,9.104450586,648.6322511,348.8651624,774.233271,587.4505389,0.131218162,0.05708918,17.66393408,193.4902689,190.7,107.853056,245.4033683
Malta,2002,0.042109614,0.051680567,4.713764365,0.634423425,10.98497414,58.41776571,-42.72112221,14.32655188,124.9247818,9.045104229,645.8943208,350.7947113,759.8906687,579.6231277,0.123958998,0.055192888,17.76431312,192.309618,189.91,107.0507221,241.9915214
Malta,2003,0.046739304,0.05636683,4.502312972,0.639344411,10.64333777,58.17656536,-41.56248712,14.85760525,124.9905307,9.307223262,652.4139987,357.0578433,756.4230899,573.9582859,0.12453831,0.053740725,18.17211174,192.6258722,190.49,108.293562,241.5096842
Malta,2004,0.051548024,0.061071111,4.30674713,0.649507318,10.57411778,58.24128253,-40.61471923,15.46078011,126.3612854,9.438376124,667.9701785,366.4628203,760.0891313,572.9984272,0.123788893,0.053430613,18.63431848,194.2738548,192.37,110.3668564,242.5884375
Malta,2005,0.056797865,0.06612306,4.059340133,0.657418596,10.51977155,58.94195197,-41.50636123,15.72412285,129.1639424,9.438000482,686.5064506,376.1818848,773.3550004,578.0982079,0.110086497,0.053608878,19.077315,197.8871655,196.3,113.4631306,246.5789931
Malta,2006,0.06228345,0.071364632,3.878262733,0.655004529,10.22899143,58.54107245,-38.95701747,16.50679579,130.3036962,9.543705968,696.7291883,380.7757528,775.414447,573.9882281,0.116531484,0.052781147,19.5330306,198.790743,197.4,114.3512885,246.5807825
Malta,2007,0.067750174,0.076566384,3.644739563,0.673407127,10.37115791,58.33633516,-34.39931985,17.15976417,130.8174605,9.687448508,705.6038986,385.5358207,775.953757,574.2058372,0.117455183,0.054579968,19.85568402,200.0524684,198.93,114.7865252,246.108675
Malta,2008,0.072200713,0.08040826,3.366221515,0.699242883,10.52238727,57.27565815,-29.36551671,17.64150267,129.2770687,9.670222422,705.0886823,384.9029639,765.9429916,564.635898,0.119859209,0.056393966,19.84617587,198.5565874,197.69,113.5161134,242.4374449
Malta,2009,0.076202544,0.083787677,3.148513677,0.692030941,10.25233206,56.16937528,-25.67453886,17.96451411,128.8337414,9.698705882,708.0370404,385.1159598,763.6370056,554.9940102,0.120087757,0.055064689,19.83495341,197.6860244,197.04,115.5350162,240.9659124
Malta,2010,0.078815027,0.085417748,2.927916748,0.7003697,10.18586819,55.79457746,-23.23763849,18.0373641,129.6142748,9.671574563,714.3098212,388.2127725,768.5071475,558.2241188,0.113926519,0.054039925,20.10526807,198.9098621,198.54,118.4595513,241.68602
Malta,2011,0.079572238,0.085005353,2.756340712,0.707813859,10.13606809,54.73587445,-22.47558664,17.77661961,129.1575205,9.840235153,713.3466992,388.6452857,772.6969736,547.5016105,0.102002249,0.05310507,20.45480201,197.2476823,196.97,121.156569,242.1193514
Malta,2012,0.082108153,0.086602157,2.746841505,0.727516364,10.01100538,54.89462806,-21.30159236,18.20530953,130.6637896,10.01504694,726.5798523,395.1127469,785.9318644,552.2895172,0.101078013,0.052024074,21.05390112,193.5688455,193.24,125.1072395,245.4273519
Malta,2013,0.083784487,0.087199568,2.59293947,0.743310391,10.09566521,54.29025185,-16.88642254,18.40471993,129.0050971,10.02670848,730.0753489,396.938562,777.6038084,548.0880897,0.101153349,0.051766247,21.90284096,193.6617235,193.54,125.6448692,242.1257954
Malta,2014,0.086047966,0.088401334,2.67323369,0.758218516,10.01122528,54.60265582,-14.68376813,18.75653825,130.3620707,10.13116153,747.4669778,406.5570052,787.6678467,554.7087153,0.099054949,0.050821061,22.5071716,193.0559543,192.88,128.9166582,245.0492267
Malta,2015,0.091431124,0.092772927,2.55968534,0.810326676,9.945144467,55.91625347,-13.44873363,19.17889629,133.3970033,10.51281218,778.3573982,422.4711069,816.8174316,571.3616057,0.101334346,0.051411318,23.62809893,202.7978843,202.94,135.2106243,253.4398932
Malta,2016,0.090874444,0.091007924,2.621573969,0.871577309,9.77470229,58.29765404,-11.75626857,20.44791376,139.816454,10.53092022,824.2849955,445.9541752,866.4517971,605.3903246,0.104227044,0.05098959,25.09495372,208.7033903,208.89,144.6169654,268.0705627
Malta,2017,0.090770596,0.089591613,2.569464549,0.868383157,9.293778669,59.63602542,-10.18857116,21.15206609,142.8618257,10.56524885,854.8217906,461.959269,899.6347739,627.1903014,0.102004553,0.047587636,26.06101002,217.446264,217.86,151.3943181,277.8562043
Moldova,1990,74.70635374,61.09328708,2274.37879,366.2612083,553.4485651,1269.790327,5870.011132,379.2916042,2837.364338,275.054088,6686.893318,4329.792689,13411.93211,6301.774754,9.644706745,9.69490929,116.0688119,4157.947628,1934.06,2746.389053,4190.378101
Moldova,1991,62.3424927,50.88314339,2346.065899,310.8042551,503.1255234,1293.06739,6621.85391,411.8228109,3032.797188,288.0494583,7078.344793,4626.885456,14358.41547,6546.731482,9.497498519,8.30030245,116.869444,4317.956621,2022.73,2908.147012,4480.96053
Moldova,1992,54.99028158,44.82604187,2317.241124,273.1755431,467.6304832,1253.662953,6921.484019,410.8259742,3071.86181,270.7566262,7055.653101,4636.116389,14419.61164,6401.974344,9.524105431,7.37896627,110.1717897,4251.267647,1982.95,2873.072862,4490.139171
Moldova,1993,48.5277828,39.50611793,2443.098456,241.1617057,444.2660887,1308.462009,7573.497322,444.9241533,3343.792197,286.6069913,7523.030392,5000.851703,15519.92451,6730.512439,8.980980753,6.552163628,111.2764639,4485.675748,2092.83,3004.127649,4833.773999
Moldova,1994,46.01817766,37.43266615,2709.914481,219.5862942,437.2196284,1442.521266,8756.284363,509.1311868,3827.701718,313.4676933,8326.589394,5663.786119,17441.36776,7583.905954,6.308179255,6.015966009,120.19075,4983.552569,2328.36,3262.199054,5459.356818
Moldova,1995,40.45114116,32.88670628,2793.180215,195.5544242,422.5669601,1487.847769,9218.781525,540.1635068,4076.578286,317.0516478,8588.379325,5950.382028,18155.76922,7830.449779,7.259077452,5.324517098,119.068138,5132.846978,2394.76,3346.597806,5705.219586
Moldova,1996,36.5915898,29.76409181,2649.267765,172.6441182,396.6607792,1412.479782,8645.666114,555.6641736,3973.035784,304.7061015,8275.594611,5718.280286,17377.79683,7329.609179,6.069941882,4.704457391,109.5977706,4864.501305,2266.17,3148.945678,5457.979166
Moldova,1997,33.31613155,27.12829974,2420.165549,154.5443552,368.5722729,1302.57828,7658.793351,532.8367158,3733.988182,265.9827856,7788.362692,5300.353241,16129.28812,6650.765373,6.074795296,4.232850895,97.5522325,4463.11927,2089.6,2870.610482,5039.973641
Moldova,1998,29.92134084,24.40924803,2307.477796,139.9516701,344.1783654,1239.874761,7012.917107,537.2836737,3652.21274,254.2108734,7656.714669,5097.351004,15517.03314,6338.802883,4.467403955,3.78416846,91.09689601,4249.102929,1986.12,2706.823558,4836.16649
Moldova,1999,27.83868151,22.76515739,2304.819169,132.9158254,315.6378113,1248.98933,6711.954435,574.7391554,3733.481768,261.6432913,7892.395715,5175.244599,15755.32508,6340.025566,3.605479133,3.507625376,89.74018469,4256.072976,1995.6,2672.166005,4901.177507
Moldova,2000,27.2269279,22.32167718,2308.159005,125.5859427,281.8726453,1265.38022,6521.483874,615.4040333,3879.755327,276.4475226,8136.853864,5334.291189,16162.57766,6388.517372,3.418350443,3.328772696,91.71984206,4284.988019,2020.85,2682.286724,5005.665382
Moldova,2001,25.61945315,21.08599449,2191.290839,118.9237712,246.2785981,1249.161538,6197.208978,613.5268922,3901.767158,273.707696,8135.321802,5352.786699,16167.25105,6277.963877,4.704292075,3.148531506,91.45193509,4200.156681,2051.87,2631.93834,4965.985868
Moldova,2002,22.52633796,18.60205971,2071.413037,105.0469198,214.1690807,1238.622577,5886.219304,637.1829359,3917.075309,283.4898864,8126.784008,5410.19213,16207.00528,6269.210836,3.443297637,2.76178017,91.56883874,4137.520634,2108.92,2600.05354,4940.695969
Moldova,2003,20.28239774,16.80881647,1949.786111,91.25700103,203.8978956,1236.007906,5648.798513,656.437362,3965.821446,297.4896326,8177.634532,5522.332425,16388.39841,6357.565355,2.827958964,2.374434316,94.00475049,4102.727199,2195,2592.507636,4957.083304
Moldova,2004,17.7596846,14.76934125,1817.123534,76.69461929,196.2218736,1230.488215,5568.481601,698.856808,4021.461223,314.9507081,8242.11469,5664.832604,16612.67474,6589.040284,2.960214107,1.97410841,96.25875126,4073.584058,2297.04,2590.283523,4996.479588
Moldova,2005,15.55017591,12.9774241,1735.945164,65.63425503,194.5886275,1268.851324,5675.530078,742.4084662,4204.189822,339.6539024,8543.138948,6011.648316,17339.85502,6988.246667,2.889306044,1.655738736,101.3291684,4169.225714,2473.71,2670.349196,5186.686918
Moldova,2006,13.16592877,11.14695813,1572.718004,54.9561379,195.9233813,1238.063153,5438.849295,749.5547141,4138.16595,353.340918,8406.369994,6078.39143,17230.33133,6874.127829,2.41042321,1.378713363,99.29936505,4048.180786,2513.26,2630.152202,5081.636405
Moldova,2007,11.69791432,10.01222062,1391.409034,46.90310241,205.1048969,1186.083922,5218.845118,753.9661139,4034.369501,359.5785433,8194.332658,6108.376661,16981.04513,6801.26043,2.474295737,1.176299631,97.31391122,3891.863393,2535.54,2565.182654,4933.571603
Moldova,2008,10.66112979,9.233649172,1239.085211,40.19795935,216.5171466,1133.4888,5014.839207,750.2238068,3941.100411,357.9528181,8035.983484,6152.235292,16810.77503,6810.300283,3.733077238,1.020299919,94.31362622,3756.409894,2549.81,2521.474423,4809.008328
Moldova,2009,9.949661274,8.723775015,1129.172008,35.03146226,223.0757133,1109.526962,4989.135734,750.2449593,3966.875905,348.5398083,8087.628497,6362.762388,17082.78559,7087.502229,2.287706733,0.906102124,94.23218174,3725.177623,2626.99,2535.526992,4824.72549
Moldova,2010,8.990364554,7.973988915,1016.947905,31.19542488,219.2494528,1083.348551,4921.112088,756.9737862,3955.760762,354.4617866,8076.62948,6532.284905,17264.58826,7236.168674,3.530517438,0.814113696,93.81384176,3667.864832,2680.35,2540.948785,4804.402139
Moldova,2011,8.294401959,7.346345125,830.0032005,29.91525153,211.8706021,978.5740842,4441.238849,710.4315294,3616.880011,327.8987446,7518.408396,6160.274284,16200.81081,6625.414858,1.862750207,0.786421952,86.32219139,3373.746246,2569.58,2376.197307,4400.171908
Moldova,2012,7.430514625,6.568933172,749.9661539,28.4001259,202.6370105,931.1720377,4247.319048,682.9067576,3494.972,305.6788116,7327.150386,6141.346341,15963.42993,6402.741825,2.358641705,0.743831786,83.915216,3144.465228,2416.98,2319.435817,4249.297785
Moldova,2013,7.223676041,6.354373207,681.1217022,27.79502305,192.7289574,888.2907122,4156.422603,674.6398955,3369.666327,300.0195611,7075.258888,6107.754919,15619.95123,6284.347307,1.745837256,0.73310436,81.86754129,2959.583055,2298.54,2250.927869,4090.905361
Moldova,2014,6.615414005,5.80946201,667.0031799,27.1199435,180.7398876,902.229875,4307.224515,695.2830775,3463.92963,316.53106,7244.461574,6486.638668,16190.92531,6489.060731,1.771873722,0.702799381,84.38321237,2972.676982,2324.68,2312.076814,4195.138654
Moldova,2015,6.398149948,5.609364406,627.4651152,26.04514897,170.579012,906.659029,4394.048207,706.2002341,3514.372416,309.9199722,7346.496481,6793.816359,16604.29364,6641.17688,2.244116698,0.676862633,85.8150452,3028.817171,2420.32,2345.495188,4259.164817
Moldova,2016,6.251176622,5.465451388,563.3222828,25.21636847,159.7146215,854.2085298,4299.026716,695.3672082,3346.506201,285.5723703,7009.235901,6625.045854,15939.9235,6464.25123,1.580724811,0.659603429,83.18814315,2836.994865,2291.32,2278.687925,4057.097725
Moldova,2017,5.818296904,5.06867198,525.8492048,22.68195326,145.2070242,831.7009917,4187.750827,701.7515673,3292.673089,279.7502071,6932.151702,6589.065543,15719.47926,6386.435459,1.398334748,0.597923735,81.59086092,2786.898278,2279.02,2261.243038,4008.785151
Montenegro,1990,0.893287049,0.235833671,159.9718051,9.328351783,63.55860536,111.7364652,751.1705218,29.61707365,190.0092143,21.34736493,866.0225396,613.5522837,1518.200112,1071.063858,0.158018379,1.761325679,9.495727668,370.2877656,212.24,709.8103207,437.5453976
